Date	Articles	Price	Price-Change	Change
2013-12-20	[(('boston', 'dynam', 'anim', 'kingdomthem', 'machin', 'bring', 'signific', 'cachet', 'googl', 'robot', 'effort'),), (('blais', 'agera', 'arca', 'recent', 'oversaw', 'photosynth', 'servic', 'creat', 'immers', 'panorama', 'work', 'machin', 'learn', 'googl'),), (('the', 'compani', 'transpar', 'report', 'show', 'rise', 'remov', 'request', 'receiv', 'often', 'offici', 'tri', 'expung', 'critic', 'inform', 'themselv'),)]	1100.62	39.8	1.0
2013-12-27	[(('anoth', 'protest', 'erupt', 'tech', 'bus', 'bay', 'area', 'lead', 'ventur', 'capitalist', 'introduc', 'plan', 'break', 'state'),), (('the', 'european', 'union', 'competit', 'commission', 'agre', 'octob', 'tentat', 'resolut', 'antitrust', 'concern', 'say', 'concess', 'are', 'accept'),), (('the', 'site', 'rapgeniuscom', 'offer', 'annot', 'song', 'lyric', 'acknowledg', 'violat', 'googl', 'rule', 'regard', 'optim', 'search', 'result'),)]	1118.4	17.8	1.0
2014-01-03	[]	1105.0	-13.4	2.0
2014-01-10	[(('doctor', 'look', 'patient', 'googl', 'i', 'dont', 'know', 'singl', 'physician', 'resid', 'attend', 'hasnt', 'done', 'so', 'but', 'surpris', 'physician', 'dont', 'paus', 'think', 'mean', 'patientdoctor', 'relationship'),), (('a', 'chang', 'gmail', 'would', 'allow', 'peopl', 'use', 'googl', 'plus', 'send', 'email', 'even', 'know', 'recipi', 'email', 'address', 'provok', 'critic', 'peopl', 'said', 'want', 'inbox', 'access', 'default'),)]	1130.18	25.2	1.0
2014-01-17	[(('googl', 'tri', 'use', 'domin', 'posit', 'one', 'field', 'push', 'lesser', 'servic', 'onto', 'unsuspect', 'user'), ('join', 'nick', 'kristof', 'googl', 'hangout', 'solv', 'one', 'press', 'problem', 'time', 'modern', 'slaveri')), (('this', 'usual', 'startup', 'acquisit', 'the', 'founder', 'money', 'recognit', 'momentum', 'what', 'need', 'likemind', 'giant', 'muscl'), ('googl', 'latest', 'acquisit', 'technolog', 'advanc', 'humanoid', 'robot', 'internetconnect', 'home', 'devic', 'make', 'look', 'like', 'it', 'use', 'busi', 'playbook', 'futur')), (('the', 'billion', 'deal', 'nest', 'lab', 'led', 'former', 'appl', 'engin', 'expand', 'technolog', 'giant', 'portfolio', 'consum', 'good'), ('googl', 'monday', 'agre', 'pay', 'billion', 'cash', 'nest', 'lab', 'make', 'internetconnect', 'devic', 'like', 'thermostat', 'smoke', 'alarm'), ('a', 'day', 'googl', 'billion', 'deal', 'nest', 'lab', 'share', 'price', 'sever', 'compani', 'relat', 'technolog', 'surg'), ('googl', 'decis', 'pay', 'billion', 'nest', 'lab', 'stoke', 'enthusiasm', 'futur', 'everyday', 'product', 'simpl', 'gadget', 'control', 'remot'), ('francin', 'prose', 'rivka', 'galchen', 'discus', 'internet', 'chang', 'way', 'research', 'write')), (('small', 'busi', 'use', 'tool', 'facebook', 'track', 'custom', 'ad', 'websit', 'target', 'audienc', 'precis'), ('marissa', 'mayer', 'done', 'much', 'reviv', 'yahoo', 'internet', 'compani', 'write', 'richard', 'beal', 'robert', 'cyran', 'reuter', 'breakingview', 'still', 'fundament', 'problem'))]	1150.53	20.3	1.0
2014-01-24	[(('a', 'california', 'court', 'dismiss', 'ticket', 'issu', 'woman', 'drive', 'wear', 'googl', 'glass', 'juli', 'noce', 'report'), ('googl', 'work', 'new', 'contact', 'len', 'monitor', 'bloodsugar', 'level', 'diabet', 'linda', 'so', 'report')), (('parent', 'wonder', 'far', 'often', 'boy', 'gift', 'girl', 'are'),), (('develop', 'china', 'launch', 'brandnew', 'smartphon', 'oper', 'system', 'aim', 'smash', 'iosandroid', 'duopoli', 'but', 'blogger', 'find', 'socal', 'cos', 'look', 'strang', 'familiar', 'anita', 'li', 'report'),), (('here', 'guid', 'search', 'giant', 'product', 'could', 'help', 'travel', 'glass', 'voic', 'search', 'gmail', 'offlin'),)]	1123.83	-26.7	2.0
2014-01-31	[(('though', 'microsoft', 'allow', 'custom', 'choos', 'store', 'data', 'outsid', 'unit', 'state', 'googl', 'warn', 'data', 'local', 'said', 'would', 'near', 'imposs', 'carri', 'out'),), (('the', 'agreement', 'cover', 'patent', 'own', 'compani', 'file', 'next', 'year', 'expect', 'encourag', 'collabor'), ('googl', 'acquir', 'deepmind', 'british', 'startup', 'whose', 'founder', 'includ', 'demi', 'hassabi', 'comput', 'game', 'design', 'neuroscientist', 'former', 'child', 'chess', 'prodigi')), (('the', 'pact', 'bolster', 'tie', 'two', 'main', 'power', 'behind', 'global', 'domin', 'android', 'oper', 'system', 'smartphon'), ('in', 'sign', 'wearabl', 'devic', 'enter', 'mainstream', 'major', 'optic', 'insur', 'provid', 'subsid', 'frame', 'prescript', 'len', 'custom', 'buy', 'googl', 'glass'), ('while', 'may', 'seem', 'googl', 'bought', 'deepmind', 'artifici', 'intellig', 'compani', 'make', 'robot', 'smarter', 'acquisit', 'line', 'quest', 'make', 'search', 'human'), ('googl', 'new', 'style', 'deal', 'vsp', 'largest', 'optic', 'health', 'insur', 'us', 'pave', 'way', 'put', 'cut', 'edg', 'wearabl', 'technolog', 'hand', 'million', 'bobbi', 'rebel', 'report')), (('googl', 'hope', 'thirdparti', 'accessori', 'make', 'glass', 'attract', 'but', 'accessori', 'draw', 'attent', 'gadget', 'mani', 'glass', 'owner', 'want', 'devic', 'stand', 'le', 'more'), ('the', 'announc', 'sale', 'motorola', 'billion', 'total', 'loss', 'googl', 'sign', 'fit', 'start', 'compani'), ('break', 'admit', 'messi', 'math', 'origin', 'motorola', 'deal', 'show', 'googl', 'didnt', 'exact', 'lose', 'near', 'billion', 'transact')), (('all', 'detail', 'need', 'know', 'behind', 'googl', 'deal', 'sell', 'american', 'motorola', 'handset', 'unit', 'chines', 'electron', 'giant', 'lenovo'), ('the', 'deal', 'total', 'financi', 'loss', 'googl', 'retain', 'patent', 'worth', 'billion', 'dollar', 'sign', 'fit', 'start', 'compani', 'experienc', 'navig', 'busi', 'mobil', 'age'), ('the', 'sale', 'googl', 'smartphon', 'unit', 'le', 'two', 'year', 'acquir', 'sign', 'fit', 'start', 'googl', 'wall', 'street', 'latest', 'trilliondollar', 'idea', 'singlefamili', 'home', 'sothebi', 'pay', 'dividend', 'buy', 'back', 'share', 'sac', 'lead'))]	1180.97	57.1	1.0
2014-02-07	[(('the', 'compani', 'report', 'fourthquart', 'revenu', 'billion', 'increas', 'percent', 'year', 'ago', 'net', 'incom', 'rose', 'percent', 'billion'),), (('the', 'compens', 'mr', 'schmidt', 'googl', 'chairman', 'came', 'year', 'stock', 'soar', 'ahead', 'expect', 'antitrust', 'settlement', 'european', 'union'),), (('mobil', 'broadband', 'use', 'stand', 'grow', 'fold', 'next', 'five', 'year', 'accord', 'cisco', 'system', 'annual', 'studi', 'googl', 'glass', 'tremend', 'consum', 'onlin', 'data'), ('googl', 'reach', 'tentat', 'settlement', 'european', 'antitrust', 'author', 'wednesday', 'end', 'lengthi', 'competit', 'investig', 'american', 'tech', 'compani', 'practic', 'could', 'led', 'billion', 'dollar', 'penalti'), ('if', 'approv', 'deal', 'would', 'put', 'end', 'half', 'decad', 'wrangl', 'antitrust', 'author', 'across', 'globe'), ('susan', 'wojcicki', 'senior', 'vice', 'presid', 'ad', 'commerc', 'googl', 'run', 'youtub', 'tri', 'collect', 'ad', 'dollar', 'current', 'go', 'tv'))]	1177.44	-3.5	2.0
2014-02-14	[(('in', 'littl', 'decad', 'googl', 'becom', 'essenti', 'omnipres', 'now', 'question', 'whether', 'peopl', 'start', 'resent', 'oppos', 'it'),), (('denni', 'woodsid', 'chief', 'execut', 'motorola', 'googl', 'sell', 'becom', 'dropbox', 'first', 'chief', 'oper', 'offic', 'tri', 'becom', 'grownup', 'compani'),)]	1202.8	25.4	1.0
2014-02-21	[(('the', 'social', 'network', 'get', 'relat', 'modest', 'traffic', 'remain', 'valuabl', 'googl', 'broad', 'view', 'give', 'advertis', 'peopl', 'activ', 'interest'),), (('renaiss', 'learn', 'educ', 'technolog', 'compani', 'plan', 'announc', 'wednesday', 'receiv', 'million', 'invest', 'googl', 'fund', 'exchang', 'minor', 'stake', 'the', 'deal', 'valu', 'renaiss', 'billion'), ('some', 'googl', 'plus', 'user', 'say', 'thrive', 'social', 'network', 'use', 'photographi', 'indepth', 'onlin', 'convers', 'meet', 'new', 'peopl', 'similar', 'interest'), ('googl', 'releas', 'set', 'do', 'dont', 'peopl', 'wear', 'googl', 'glass', 'note', 'situat', 'glass', 'wearer', 'perceiv', 'creepi', 'rude'), ('googl', 'ask', 'citi', 'pave', 'way', 'fiber', 'without', 'guarante', 'instal', 'it', 'chang', 'approach', 'internet', 'giant', 'grappl', 'realworld', 'challeng', 'like', 'tear', 'road'))]	1203.79	1.0	1.0
2014-02-28	[(('hint', 'get', 'hire', 'gpa', 'it', 'know'),), (('there', 'much', 'hype', 'around', 'new', 'technolog', 'difficult', 'distinguish', 'might', 'exist', 'real', 'soon', 'real', 'eventu', 'never', 'case', 'point', 'driverless', 'car'),), (('respons', 'column', 'thoma', 'l', 'friedman', 'how', 'get', 'job', 'googl'),), (('googl', 'fire', 'san', 'francisco', 'give', 'back', 'gave', 'back', 'thursday', 'million', 'fund', 'citi', 'transit', 'program', 'help', 'lowincom', 'youth'), ('googl', 'announc', 'would', 'hold', 'first', 'ara', 'develop', 'confer', 'experiment', 'project', 'ara', 'modular', 'smartphon', 'platform'))]	1215.65	11.9	1.0
2014-03-07	[(('yahoo', 'move', 'requir', 'yahoo', 'id', 'access', 'servic', 'allow', 'websit', 'collect', 'user', 'data', 'there', 'risk', 'custom', 'sign', 'on', 'fred', 'katayama', 'report'),)]	1214.79	-0.9	2.0
2014-03-14	[]	1172.8	-42.0	2.0
2014-03-21	[(('in', 'preemptiv', 'move', 'appl', 'googl', 'reveal', 'android', 'wear', 'version', 'android', 'oper', 'system', 'tailor', 'wearabl', 'comput'),)]	1183.04	10.2	1.0
2014-03-28	[(('luxottica', 'group', 'owner', 'brand', 'like', 'rayban', 'oakley', 'manag', 'retail', 'chain', 'like', 'lenscraft', 'sunglass', 'hut', 'design', 'produc', 'sell', 'frame', 'googl', 'glass', 'wearabl', 'comput'),), (('the', 'portal', 'featur', 'googl', 'hangout', 'promin', 'indian', 'politician', 'user', 'submit', 'question', 'rank', 'politician', 'often', 'come', 'googl', 'search', 'googl', 'plus', 'youtub'),), (('govern', 'offici', 'made', 'fewer', 'request', 'privat', 'data', 'yahoo', 'user', 'second', 'half', 'request', 'continu', 'rise', 'googl', 'compani', 'said', 'thursday'),)]	1120.15	-62.9	2.0
2014-04-04	[(('two', 'recent', 'research', 'paper', 'examin', 'googl', 'flu', 'trend', 'offer', 'critiqu', 'bigdata', 'analysi'),), (('appl', 'seek', 'billion', 'damag', 'samsung', 'turn', 'say', 'appl', 'violat', 'patent', 'case', 'could', 'also', 'major', 'implic', 'googl'), ('a', 'court', 'battl', 'appl', 'samsung', 'patent', 'could', 'bigger', 'effect', 'googl', 'android', 'oper', 'system')), (('the', 'lawsuit', 'appl', 'second', 'big', 'patent', 'action', 'samsung', 'electron', 'proceed', 'took', 'air', 'someth', 'reunion', 'bring', 'togeth', 'vast', 'dysfunct', 'famili'), ('start', 'thursday', 'goog', 'stock', 'symbol', 'repres', 'new', 'class', 'nonvot', 'share', 'and', 'standard', 'poor', 'stock', 'index', 'reflect', 'stock'))]	545.25	-574.9	2.0
2014-04-11	[(('the', 'technolog', 'giant', 'give', 'assist', 'glass', 'user', 'busi', 'wearabl', 'devic', 'alreadi', 'found', 'accept'),)]	537.76	-7.5	2.0
2014-04-17	[(('next', 'week', 'googl', 'run', 'oneday', 'promot', 'allow', 'anyon', 'unit', 'state', 'buy', 'pair', 'googl', 'glass', 'but', 'think', 'price', 'still', 'high'), ('googl', 'offici', 'defend', 'case', 'samsung', 'phone', 'includ', 'android', 'appl', 'patent', 'involv', 'featur', 'googl', 'put', 'android')), (('follow', 'facebook', 'footstep', 'googl', 'said', 'monday', 'purchas', 'titan', 'aerospac', 'maker', 'highaltitud', 'drone', 'satellit', 'use', 'take', 'photo', 'earth', 'connect', 'peopl', 'internet'),), (('the', 'revis', 'explicit', 'detail', 'manner', 'googl', 'softwar', 'scan', 'user', 'email', 'unpopular', 'practic', 'heart', 'litig'), ('googl', 'glass', 'go', 'sale', 'public', 'first', 'time', 'tuesday', 'one', 'day', 'analyst', 'say', 'oneday', 'avail', 'fit', 'googl', 'strategi', 'tri', 'correct', 'past', 'misstep', 'prepar', 'widespread', 'launch', 'lili', 'jamali', 'rep'))]	543.34	5.6	1.0
2014-04-25	[(('as', 'internet', 'user', 'migrat', 'mobil', 'devic', 'googl', 'earn', 'le', 'ad', 'domin', 'player', 'growth', 'opportun', 'increas', 'rare'), ('lawmak', 'various', 'state', 'introduc', 'legisl', 'ban', 'use', 'googl', 'glass', 'drive'), ('googl', 'lift', 'hood', 'new', 'len', 'blur', 'featur', 'camera', 'app', 'show', 'compani', 'make', 'photo', 'taken', 'smartphon', 'look', 'like', 'vari', 'depth', 'field')), (('new', 'graduat', 'may', 'intrigu', 'hire', 'guru', 'advic'),), (('molli', 'wood', 'test', 'mobil', 'virtual', 'assist', 'includ', 'microsoft', 'cortana', 'see', 'siri', 'met', 'match'),), (('mr', 'gundotra', 'strong', 'propon', 'googl', 'social', 'network', 'detail', 'plan', 'leav', 'compani'),)]	523.1	-20.2	2.0
2014-05-02	[(('reader', 'react', 'thoma', 'l', 'friedman', 'interview', 'head', 'hire', 'googl'),)]	533.87	10.8	1.0
2014-05-09	[]	526.62	-7.2	2.0
2014-05-16	[(('plus', 'delet', 'old', 'passbook', 'card', 'iphon'),), (('the', 'european', 'union', 'highest', 'court', 'decid', 'tuesday', 'googl', 'must', 'case', 'grant', 'user', 'search', 'engin', 'socal', 'right', 'forgotten', 'includ', 'delet', 'link', 'embarrass', 'legal', 'record'), ('the', 'highest', 'court', 'european', 'union', 'decid', 'tuesday', 'googl', 'must', 'case', 'honor', 'request', 'search', 'engin', 'user', 'delet', 'link', 'person', 'inform'), ('mr', 'schmidt', 'execut', 'chairman', 'googl', 'advis', 'new', 'york', 'state', 'invest', 'billion', 'technolog', 'school', 'prompt', 'advocaci', 'group', 'file', 'ethic', 'complaint'), ('the', 'desir', 'let', 'peopl', 'eras', 'old', 'embarrass', 'data', 'internet', 'understand', 'european', 'union', 'court', 'rule', 'could', 'undermin', 'press', 'freedom', 'free', 'speech')), (('but', 'need', 'chang', 'search', 'person', 'name'), ('a', 'basic', 'onlin', 'tool', 'peopl', 'ask', 'googl', 'take', 'potenti', 'harm', 'link', 'would', 'place', 'two', 'week', 'top', 'german', 'regul', 'said'))]	528.3	1.7	1.0
2014-05-23	[(('on', 'site', 'opera', 'present', 'perform', 'rameaus', 'pygmalion', 'new', 'york', 'use', 'googl', 'glass', 'project', 'supertitl'), ('fierc', 'rival', 'mobil', 'softwar', 'appl', 'googl', 'agre', 'dismiss', 'patent', 'lawsuit', 'relat', 'smartphon', 'technolog', 'two', 'compani')), (('joaqun', 'almunia', 'said', 'might', 'yet', 'file', 'formal', 'charg', 'inquiri', 'determin', 'chang', 'need', 'case', 'involv', 'search', 'result'), ('accord', 'file', 'secur', 'exchang', 'commiss', 'googl', 'want', 'put', 'advertis', 'thermostat', 'car', 'refriger'), ('googl', 'plan', 'reserv', 'billion', 'cash', 'foreign', 'acquisit', 'repres', 'shift', 'focus', 'merger', 'realiti', 'compani', 'keep', 'amass', 'money', 'oversea'))]	563.8	35.5	1.0
2014-05-30	[(('a', 'european', 'court', 'rule', 'abil', 'eras', 'link', 'negat', 'inform', 'may', 'solv', 'issu', 'harm', 'person', 'reput'), ('googl', 'make', 'leap', 'semiautonom', 'complet', 'autonom', 'car', 'but', 'exact', 'search', 'compani', 'plan', 'them')), (('googl', 'begun', 'build', 'fleet', 'experiment', 'electricpow', 'vehicl', 'dispens', 'standard', 'control', 'found', 'modern', 'automobil', 'take', 'driver', 'drive'), ('googl', 'jump', 'board', 'build', 'selfdriv', 'car', 'without', 'steer', 'wheel', 'acceler', 'pedal', 'brake', 'pedal', 'jillian', 'kitchen', 'report'), ('googl', 'wednesday', 'releas', 'statist', 'makeup', 'work', 'forc', 'provid', 'number', 'offer', 'stark', 'glanc', 'silicon', 'valley', 'remain', 'white', 'man', 'world'))]	571.65	7.9	1.0
2014-06-06	[(('the', 'search', 'giant', 'offer', 'way', 'european', 'resid', 'submit', 'link', 'web', 'page', 'want', 'remov'), ('embarrass', 'person', 'data', 'web', 'you', 'ask', 'googl', 'remov', 'europ', 'least', 'via', 'onlin', 'search', 'remov', 'request', 'ciara', 'sutton', 'report')), (('more', 'hotel', 'offer', 'guest', 'access', 'googl', 'glass', 'entic', 'travel'),), (('surgeon', 'doctor', 'experi', 'devic', 'record', 'stream', 'procedur', 'look', 'data'),), (('the', 'chines', 'author', 'block', 'global', 'version', 'compani', 'search', 'engin', 'gmail', 'calendar', 'translat', 'affect'), ('on', 'tuesday', 'googl', 'announc', 'plan', 'provid', 'new', 'way', 'encrypt', 'inform', 'make', 'govern', 'snoop', 'hack', 'difficult'))]	566.03	-5.6	2.0
2014-06-13	[(('though', 'googl', 'initi', 'use', 'skybox', 'satellit', 'offer', 'improv', 'map', 'servic', 'technolog', 'giant', 'like', 'use', 'latest', 'acquisit', 'help', 'expand', 'internet', 'access', 'servic', 'join', 'balloon', 'drone'),), (('the', 'compani', 'said', 'mani', 'tool', 'includ', 'googl', 'page', 'googl', 'place', 'consolid', 'simplifi'),)]	560.35	-5.7	2.0
2014-06-20	[(('by', 'end', 'june', 'team', 'led', 'search', 'compani', 'legal', 'depart', 'start', 'remov', 'web', 'link', 'europ', 'user', 'made', 'onlin', 'request'),), (('the', 'temporari', 'order', 'grant', 'last', 'friday', 'suprem', 'court', 'british', 'columbia', 'emerg', 'protract', 'litig', 'two', 'compani', 'close', 'connect'),)]	566.52	6.2	1.0
2014-06-27	[(('will', 'googl', 'new', 'portal', 'help', 'small', 'busi', 'is', 'time', 'stop', 'pay', 'attent', 'clickthrough', 'rate', 'and', 'give', 'sale', 'forc', 'checkup'),), (('despit', 'provision', 'accord', 'fouryearold', 'antitrust', 'case', 'technolog', 'giant', 'face', 'scrutini', 'number', 'issu', 'letter', 'written', 'eu', 'competit', 'regul', 'indic'),), (('sundar', 'pichai', 'senior', 'vice', 'presid', 'googl', 'spoke', 'android', 'expans', 'keynot', 'address', 'googl', 'io', 'develop', 'confer', 'san', 'francisco'), ('insid', 'googl', 'io', 'develop', 'confer', 'peopl', 'cheer', 'googl', 'outsid', 'peopl', 'protest', 'googl', 'accus', 'play', 'role', 'hous', 'problem', 'evict', 'san', 'francisco')), (('the', 'search', 'engin', 'compani', 'announc', 'plan', 'incorpor', 'android', 'oper', 'system', 'auto', 'wearabl', 'comput'), ('tech', 'compani', 'pois', 'compet', 'sell', 'servic', 'busi', 'gather', 'inform', 'within', 'them'))]	585.69	19.2	1.0
2014-07-03	[(('in', 'blog', 'post', 'andrew', 'paterson', 'senior', 'british', 'technolog', 'regul', 'said', 'glass', 'user', 'free', 'use', 'headset', 'person', 'use', 'restrict', 'would', 'appli', 'busi'),), (('a', 'longrun', 'privaci', 'lawsuit', 'may', 'damag', 'compani', 'effort', 'expand', 'technolog', 'home', 'bodi', 'vehicl'),), (('a', 'perform', 'carmen', 'month', 'includ', 'titl', 'project', 'audienc', 'via', 'cellphon', 'connect', 'devic'),), (('the', 'price', 'said', 'million', 'app', 'compet', 'pandora', 'other', 'make', 'custom', 'playlist', 'recommend', 'song'), ('sever', 'promin', 'research', 'firm', 'made', 'predict', 'devic', 'head', 'their', 'project', 'map'))]	593.08	7.4	1.0
2014-07-11	[(('the', 'bbc', 'the', 'guardian', 'say', 'receiv', 'notic', 'articl', 'longer', 'show', 'european', 'onlin', 'search', 'includ', 'one', 'former', 'merril', 'lynch', 'chief'),), (('googl', 'began', 'effort', 'compli', 'european', 'court', 'rule', 'said', 'must', 'help', 'peopl', 'clean', 'onlin', 'reput'), ('googl', 'effort', 'compli', 'right', 'forgotten', 'court', 'rule', 'caus', 'uproar', 'europ')), (('as', 'search', 'engin', 'restor', 'link', 'remov', 'compli', 'court', 'order', 'handl', 'right', 'forgotten', 'becom', 'murkier'),), (('european', 'consum', 'may', 'critic', 'facebook', 'privaci', 'polici', 'work', 'condit', 'amazon', 'still', 'hook', 'american', 'technolog', 'compani'),), (('yelp', 'file', 'object', 'propos', 'antitrust', 'settlement', 'complain', 'search', 'result', 'favor', 'googl', 'plus', 'local'),), (('the', 'internet', 'giant', 'invest', 'startup', 'unit', 'state', 'year', 'now', 'extend', 'ventur', 'reach', 'europ', 'million', 'fund'), ('the', 'group', 'visit', 'six', 'countri', 'discus', 'search', 'engin', 'react', 'europ', 'socal', 'right', 'forgotten', 'rule'))]	586.65	-6.4	2.0
