Date	Articles	Price	Price-Change	Change
2015-05-29	[(('googl', 'set', 'unveil', 'payment', 'initi', 'merchant', 'refashion', 'consum', 'app', 'rival', 'report', 'plan', 'reward', 'program', 'appl', 'pay'),), (('an', 'independ', 'report', 'draw', 'public', 'avail', 'video', 'photograph', 'satellit', 'imag', 'conclud', 'russia', 'continu', 'conduct', 'militari', 'oper', 'insid', 'ukrain'), ('googl', 'set', 'unveil', 'payment', 'initi', 'merchant', 'refashion', 'consum', 'app', 'annual', 'develop', 'confer', 'rival', 'report', 'plan', 'reward', 'program', 'appl', 'pay'), ('here', 'googl', 'new', 'mobil', 'payment', 'product', 'android', 'pay', 'googl', 'wallet', 'set', 'work'), ('the', 'search', 'giant', 'introduc', 'sever', 'initi', 'highlight', 'inexpens', 'virtual', 'realiti', 'viewer', 'includ', 'partnership', 'gopro', 'plan', 'post', 'vr', 'video', 'youtub'))]	545.32	-9.2	2.0
2015-06-05	[(('a', 'littleknown', 'research', 'group', 'insid', 'search', 'giant', 'work', 'way', 'allow', 'textil', 'respond', 'touch', 'send', 'inform', 'team', 'levi', 'strauss', 'explor', 'technolog'),), (('take', 'photo', 'want', 'back', 'automat', 'cloud', 'use', 'googl', 'imag', 'search', 'abil', 'find', 'later'),)]	549.53	4.2	1.0
2015-06-12	[(('are', 'concern', 'amount', 'inform', 'internet', 'compani', 'collect', 'you'),), (('googl', 'sidewalk', 'lab', 'pursu', 'technolog', 'cut', 'pollut', 'curb', 'energi', 'use', 'streamlin', 'transport', 'reduc', 'cost', 'citi', 'live'), ('googl', 'new', 'ventur', 'sidewalk', 'lab', 'pursu', 'technolog', 'cut', 'pollut', 'curb', 'energi', 'use', 'streamlin', 'transport', 'reduc', 'cost', 'urban', 'live'))]	547.47	-2.1	2.0
2015-06-19	[(('the', 'author', 'want', 'rule', 'appli', 'googl', 'domain', 'like', 'googlecom', 'though', 'compani', 'contend', 'europ', 'privaci', 'legisl', 'appli', 'region', 'domain'), ('amazon', 'beat', 'googl', 'acquisit', 'popular', 'game', 'video', 'servic', 'now', 'googl', 'respond', 'new', 'youtub', 'game', 'applic')), (('googl', 'becom', 'public', 'data', 'center', 'talk', 'network', 'much', 'fiber', 'own', 'the', 'idea', 'show', 'asset', 'amazon', 'microsoft', 'ibm', 'cannot', 'match', 'competit', 'cloud', 'custom'),)]	557.52	10.0	1.0
2015-06-26	[(('if', 'googl', 'deem', 'imag', 'reveng', 'porn', 'still', 'access', 'someon', 'know', 'direct', 'web', 'address', 'imag', 'but', 'delist', 'googl', 'imag', 'could', 'found', 'search', 'engin'),), (('regul', 'say', 'googl', 'us', 'percent', 'market', 'share', 'europ', 'favor', 'servic', 'rival', 'like', 'microsoft'),), (('googl', 'take', 'abandon', 'coal', 'plant', 'alabama', 'seventh', 'us', 'data', 'center', 'tri', 'tie', 'old', 'fossil', 'fuel', 'facil', 'altern', 'energi', 'sourc'),)]	553.06	-4.5	2.0
2015-07-02	[(('googl', 'map', 'pinpoint', 'near', 'everi', 'us', 'rail', 'cross', 'make', 'drive', 'safer', 'us', 'railroad', 'agenc', 'monday', 'fred', 'katayama', 'report'), ('a', 'yearslong', 'copyright', 'fight', 'googl', 'oracl', 'continu', 'at', 'issu', 'bit', 'code', 'help', 'piec', 'softwar', 'work', 'togeth', 'call', 'applic', 'program', 'interfac')), (('research', 'present', 'web', 'user', 'two', 'differ', 'version', 'googl', 'found', 'user', 'prefer', 'result', 'link', 'rival', 'site'),), (('googl', 'apolog', 'user', 'post', 'photo', 'twitter', 'show', 'googl', 'photo', 'app', 'label', 'black', 'peopl', 'gorilla'), ('yahoo', 'turn', 'world', 'domin', 'provid', 'web', 'search', 'power', 'search', 'result', 'the', 'test', 'could', 'lead', 'deeper', 'relationship', 'two', 'compani', 'whose', 'previous', 'effort', 'cooper', 'search', 'block', 'antit'))]	547.34	-5.7	2.0
2015-07-10	[(('the', 'search', 'giant', 'apolog', 'rush', 'fix', 'googl', 'photo', 'servic', 'mistaken', 'label', 'photo', 'black', 'peopl', 'gorilla'),), (('rais', 'stake', 'competit', 'uber', 'search', 'giant', 'said', 'would', 'test', 'servic', 'tel', 'aviv', 'waze', 'isra', 'socialmap', 'startup', 'acquir'),)]	556.11	8.8	1.0
2015-07-17	[(('as', 'googl', 'race', 'becom', 'essenti', 'smartphon', 'desktop', 'competit', 'pop', 'throughout', 'silicon', 'valley'), ('googl', 'search', 'chief', 'amit', 'singhal', 'discus', 'googl', 'search', 'move', 'web', 'app')), (('googl', 'senior', 'vice', 'presid', 'product', 'speak', 'length', 'googl', 'product', 'app', 'tri', 'balanc', 'give', 'inform', 'let', 'live', 'life'),), (('complaint', 'rais', 'internet', 'giant', 'drop', 'scarborough', 'shoal', 'longstand', 'name', 'taken', 'ship', 'smash', 'describ', 'island', 'part', 'china', 'zhongsha', 'chain'),)]	699.62	143.5	1.0
2015-07-24	[(('the', 'search', 'compani', 'new', 'chief', 'financi', 'offic', 'ruth', 'porat', 'said', 'result', 'reflect', 'continu', 'growth', 'across', 'breadth', 'product'), ('a', 'day', 'googl', 'report', 'betterthanexpect', 'earn', 'share', 'surg', 'record', 'high', 'lift', 'nasdaq', 'tech', 'stock', 'like', 'facebook', 'etsi', 'bobbi', 'rebel', 'report')), (('us', 'stock', 'index', 'mix', 'googl', 'surg', 'report', 'strong', 'result', 'chevron', 'energi', 'compani', 'follow', 'price', 'oil', 'lower'),)]	654.77	-44.9	2.0
2015-07-31	[(('with', 'arriv', 'ruth', 'porat', 'googl', 'chief', 'financi', 'offic', 'corpor', 'cultur', 'shift', 'matur', 'fiscal', 'respons', 'impuls', 'undisciplin'),), (('the', 'compani', 'like', 'respond', 'demand', 'mobil', 'user', 'expect', 'app', 'deliv', 'servic', 'own'),), (('the', 'search', 'giant', 'said', 'would', 'compli', 'french', 'demand', 'appli', 'european', 'data', 'protect', 'rule', 'global', 'domain'),)]	657.5	2.7	1.0
2015-08-07	[(('a', 'mother', 'search', 'histori', 'internet', 'version', 'this', 'is', 'your', 'life'),), (('unlik', 'mani', 'thing', 'happen', 'internet', 'might', 'outsid', 'googl', 'control'),)]	664.39	6.9	1.0
2015-08-14	[(('googl', 'announc', 'major', 'restructur', 'put', 'compani', 'newli', 'form', 'entiti', 'call', 'alphabet', 'us', 'stock', 'rose', 'monday', 'session', 'bobbi', 'rebel', 'report'), ('under', 'new', 'name', 'alphabet', 'compani', 'signal', 'essenti', 'becom', 'collect', 'dispar', 'busi')), (('from', 'googl', 'start', 'larri', 'page', 'afflict', 'desir', 'two', 'compet', 'corpor', 'virtu', 'focus', 'expans'), ('the', 'newli', 'appoint', 'chief', 'execut', 'owe', 'new', 'job', 'success', 'make', 'googl', 'product', 'easier', 'use', 'thus', 'popular'), ('googl', 'reestructurar', 'sus', 'operacion', 'en', 'un', 'conglomerado', 'tipo', 'general', 'electr', 'llamado', 'alphabet', 'del', 'cual', 'la', 'compaa', 'de', 'bsqueda', 'ser', 'una', 'divisin'), ('googl', 'adopt', 'berkshir', 'hathaway', 'model', 'the', 'core', 'internet', 'servic', 'compani', 'still', 'call', 'googl', 'and', 'twitter', 'still', 'hasnt', 'name', 'new', 'chief', 'execut', 'though', 'act', 'bos', 'sure', 'act', 'like', 'someon', 'plan', 'stick', 'aro'), ('googl', 'get', 'name', 'chang', 'give', 'investor', 'greater', 'clariti', 'core', 'web', 'advertis', 'busi', 'versus', 'newer', 'ventur', 'like', 'driverless', 'car', 'kirsti', 'basset', 'report', 'compani', 'known', 'alphabet'), ('the', 'pharmaci', 'chain', 'latest', 'retail', 'accept', 'mobil', 'payment', 'involv', 'littl', 'wave', 'phone', 'conduct', 'transact'), ('the', 'restructur', 'could', 'fund', 'worldchang', 'research', 'long', 'under', 'busi', 'remain', 'cash', 'cow')), (('alphabet', 'googl', 'new', 'entiti', 'hous', 'search', 'unit', 'busi', 'includ', 'bmw', 'subsidiari', 'alreadi', 'stake', 'claim', 'name'), ('the', 'internet', 'giant', 'short', 'detail', 'reconfigur', 'entiti', 'alphabet', 'work', 'but', 'look', 'nest', 'lab', 'may', 'provid', 'clue')), (('googl', 'dell', 'show', 'next', 'version', 'chromebook', 'they', 'look', 'nice', 'realli', 'matter', 'chang', 'back', 'end', 'get', 'older', 'applic', 'onlin'),)]	689.37	25.0	1.0
2015-08-21	[(('the', 'move', 'come', 'day', 'aug', 'deadlin', 'europ', 'competit', 'author', 'set', 'googl', 'respond', 'accus'), ('googl', 'name', 'protect', 'trademark', 'compani', 'fought', 'keep', 'becom', 'generic', 'brand', 'like', 'thermo', 'cellophan', 'other', 'have'), ('googl', 'unveil', 'new', 'version', 'chrome', 'oper', 'system', 'along', 'chromebook', 'comput', 'devic', 'made', 'dell', 'it', 'busi', 'week', 'compani', 'that', 'reinvent', 'alphabet', 'deal', 'antitrust', 'concern', 'europ'), ('jame', 'b', 'stewart', 'cnbc', 'discus', 'chanc', 'googl', 'brand', 'name', 'could', 'lose', 'status', 'protect', 'trademark', 'share', 'view', 'googl', 'transit', 'alphabet')), (('googl', 'reorgan', 'new', 'name', 'alphabet', 'tinder', 'blew', 'twitter', 'respons', 'articl', 'vaniti', 'fair'),), (('googl', 'made', 'wifi', 'router', 'aim', 'provid', 'better', 'internet', 'connect', 'make', 'easier', 'peopl', 'use', 'servic', 'see', 'onlin', 'ad'),)]	644.03	-45.3	2.0
2015-08-28	[(('daimler', 'chief', 'execut', 'said', 'differ', 'type', 'cooper', 'appl', 'googl', 'possibl', 'carmak', 'realiz', 'nextgener', 'auto', 'cannot', 'built', 'without', 'greater', 'input', 'telecom', 'softwar', 'expert'),), (('rememb', 'hawaii', 'bestknown', 'citizen', 'th', 'birthday', 'here', 'new', 'york', 'time', 'obituari', 'jan'),)]	659.69	15.7	1.0
2015-09-04	[(('the', 'american', 'technolog', 'giant', 'would', 'face', 'fine', 'worth', 'billion', 'dollar', 'found', 'broken', 'european', 'union', 'competit', 'rule'), ('googl', 'reject', 'eu', 'antitrust', 'charg', 'abus', 'market', 'power', 'distort', 'internet', 'search', 'result', 'favour', 'shop', 'servic', 'grace', 'pasco', 'report', 'latest', 'investig')), (('an', 'allianc', 'newspap', 'magazin', 'publish', 'taken', 'increas', 'activ', 'role', 'fight', 'grow', 'domin', 'tech', 'giant'),), (('a', 'solo', 'exhibit', 'mr', 'henner', 'work', 'includ', 'photo', 'american', 'militari', 'instal', 'throughout', 'world'), ('a', 'writer', 'find', 'ebook', 'googl', 'play', 'differ', 'author', 'name', 'cover', 'reveal', 'googl', 'slow', 'respons', 'complaint', 'pirat', 'work')), (('a', 'law', 'firm', 'public', 'affair', 'compani', 'creat', 'onlin', 'platform', 'help', 'european', 'compani', 'sue', 'googl', 'financi', 'damag', 'anticompetit', 'practic'),), (('while', 'googl', 'biggest', 'regulatori', 'challeng', 'remain', 'europ', 'author', 'around', 'world', 'investig', 'practic', 'report', 'india', 'competit', 'commiss', 'latest', 'problem'), ('in', 'novemb', 'googl', 'start', 'penal', 'search', 'rank', 'site', 'show', 'pleas', 'instal', 'app', 'ad', 'move', 'rival', 'say', 'le', 'provid', 'user', 'good', 'experi', 'protect', 'googl', 'busi'))]	628.96	-30.7	2.0
2015-09-11	[(('as', 'brand', 'tri', 'align', 'footbal', 'game', 'beyond', 'televis', 'googl', 'facebook', 'twitter', 'snapchat', 'shop', 'around', 'new', 'market', 'product'), ('amazon', 'googl', 'announc', 'plan', 'add', 'sameday', 'overnight', 'deliveri', 'servic', 'cater', 'onlin', 'shopper', 'wth', 'short', 'timefram', 'jeann', 'yurman', 'report')), (('the', 'grow', 'competit', 'two', 'compani', 'could', 'take', 'socal', 'machin', 'learn', 'mass'),)]	655.3	26.3	1.0
2015-09-18	[(('the', 'goal', 'develop', 'univers', 'standard', 'publish', 'one', 'could', 'use', 'load', 'articl', 'quick', 'wherev', 'appear'), ('the', 'tech', 'giant', 'tri', 'digit', 'replic', 'curat', 'world', 'art', 'cultur', 'it', 'face', 'headon', 'doubt', 'true', 'intent')), (('googl', 'announc', 'john', 'krafcik', 'auto', 'industri', 'veteran', 'would', 'becom', 'chief', 'execut', 'selfdriv', 'car', 'project'), ('googl', 'hire', 'ford', 'hyundai', 'veteran', 'john', 'krafcik', 'head', 'selfdriv', 'car', 'project', 'german', 'car', 'maker', 'hire', 'outsid', 'softwar', 'expert', 'fred', 'katayama', 'report')), (('offici', 'said', 'compani', 'abus', 'domin', 'market', 'posit', 'android', 'mobil', 'oper', 'system', 'favor', 'compani', 'servic', 'rival'), ('the', 'stanfordeduc', 'engin', 'work', 'ford', 'hyundai', 'arriv', 'googl', 'serv', 'presid', 'truecar', 'auto', 'price', 'inform', 'websit')), (('dr', 'thoma', 'r', 'insel', 'announc', 'step', 'year', 'director', 'nation', 'institut', 'mental', 'health'),)]	660.92	5.6	1.0
2015-09-25	[(('the', 'risk', 'le', 'car', 'technolog', 'giant', 'would', 'destroy', 'mercedesbenz', 'bmw', 'rather', 'carmak', 'would', 'becom', 'mere', 'provid', 'hardwar'),), (('wildlif', 'expert', 'say', 'googl', 'street', 'view', 'technolog', 'help', 'eleph', 'conserv', 'effort', 'kenya', 'volunt', 'california', 'rescu', 'anim', 'strand', 'wildfir', 'jillian', 'kitchen', 'report'),), (('sever', 'european', 'privaci', 'regul', 'particular', 'franc', 'urg', 'socal', 'right', 'forgotten', 'appli', 'googl', 'search', 'domain'), ('the', 'un', 'world', 'food', 'program', 'team', 'promin', 'brand', 'like', 'mcdonald', 'googl', 'new', 'campaign', 'rais', 'money', 'help', 'feed', 'largest', 'flood', 'refuge', 'record', 'histori', 'bobbi', 'rebel', 'report'))]	640.15	-20.8	2.0
2015-10-02	[(('googl', 'design', 'process', 'touchston', 'guid', 'team', 'experi', 'dozen', 'small', 'chang', 'save', 'big', 'money', 'throughout', 'feder', 'govern'), ('john', 's', 'chen', 'chief', 'blackberri', 'discus', 'compani', 'result', 'move', 'offer', 'smartphon', 'base', 'googl', 'android', 'oper', 'system')), (('some', 'mobil', 'applic', 'maker', 'complain', 'justic', 'depart', 'googl', 'requir', 'take', 'bundl', 'servic', 'want', 'one', 'them'),), (('expedit', 'fieldtrip', 'simul', 'program', 'offer', 'free', 'school', 'googl', 'work', 'develop', 'virtualr', 'technolog'), ('at', 'advertis', 'industri', 'convent', 'digit', 'ad', 'powerhous', 'facebook', 'googl', 'introduc', 'servic', 'meant', 'attract', 'even', 'digit', 'ad', 'revenu'), ('googl', 'set', 'hold', 'event', 'san', 'francisco', 'tuesday', 'expect', 'introduc', 'new', 'smartphon', 'product')), (('googl', 'reveal', 'two', 'new', 'chromecast', 'stream', 'devic', 'tuesday', 'along', 'new', 'tablet', 'pair', 'devic', 'nexus', 'line', 'android', 'phone'), ('peac', 'broken', 'googl', 'microsoft', 'agre', 'dismiss', 'pend', 'patent', 'lawsuit', 'other'))]	656.99	16.8	1.0
2015-10-09	[(('alphabet', 'replac', 'googl', 'public', 'trade', 'compani', 'hous', 'googl', 'search', 'web', 'advertis', 'busi', 'map', 'youtub', 'moonshot', 'ventur', 'like', 'driverless', 'car'),), (('appl', 'googl', 'along', 'technolog', 'compani', 'made', 'top', 'interbrand', 'annual', 'report'),), (('the', 'compani', 'partnership', 'publish', 'start', 'servic', 'abil', 'load', 'page', 'faster', 'web', 'browser'),)]	671.24	14.2	1.0
2015-10-16	[(('the', 'appoint', 'mr', 'kordestani', 'googl', 'former', 'chief', 'busi', 'offic', 'bring', 'outsid', 'onto', 'board', 'critic', 'insular'), ('niantic', 'maker', 'game', 'peopl', 'play', 'trekk', 'around', 'neighborhood', 'citi', 'bring', 'two', 'new', 'investor', 'pokmon', 'compani', 'nintendo', 'complet', 'spinoff', 'googl'))]	695.32	24.1	1.0
2015-10-23	[(('as', 'appl', 'focus', 'app', 'googl', 'push', 'mobil', 'web', 'busi', 'must', 'grappl', 'fragment', 'onlin', 'world'), ('googl', 'escal', 'attack', 'microsoft', 'lucrat', 'offic', 'softwar', 'attempt', 'hit', 'longtim', 'rival', 'hurt', 'most'), ('the', 'former', 'german', 'telecom', 'monopoli', 'complaint', 'european', 'offici', 'expect', 'focus', 'whether', 'googl', 'us', 'android', 'mobil', 'oper', 'system', 'unfair', 'promot', 'product', 'rival')), (('the', 'new', 'york', 'time', 'magazin', 'creat', 'virtual', 'realiti', 'film', 'child', 'uproot', 'war', 'one', 'mani', 'virtual', 'realiti', 'video', 'the', 'time', 'plan', 'present', 'subscrib'),)]	719.33	24.0	1.0
2015-10-30	[(('googl', 'call', 'alphabet', 'announc', 'board', 'author', 'compani', 'spend', 'billion', 'buy', 'back', 'share', 'start', 'year'),), (('whi', 'certain', 'corner', 'world', 'may', 'appear', 'higher', 'resolut', 'other', 'googl', 'earth'),), (('scientist', 'find', 'hard', 'draw', 'conclus', 'googl', 'project', 'digit', 'world', 'book'),)]	737.39	18.1	1.0
2015-11-06	[(('to', 'help', 'rais', 'awar', 'eleph', 'conserv', 'googl', 'street', 'view', 'show', 'anim', 'samburu', 'nation', 'reserv'),), (('the', 'memoirist', 'belief', 'expos', 'truth', 'without', 'talk', 'anyon', 'peni'),)]	761.6	24.2	1.0
2015-11-13	[(('googl', 'make', 'much', 'machinelearn', 'technolog', 'freeli', 'avail', 'opensourc', 'softwar', 'the', 'move', 'intend', 'acceler', 'innov', 'field', 'enrich', 'googl'),), (('the', 'tag', 'connect', 'bring', 'digit', 'function', 'swiss', 'watchmak', 'should', 'buy', 'in'),)]	740.07	-21.5	2.0
2015-11-20	[(('the', 'polic', 'mountain', 'view', 'said', 'vehicl', 'drive', 'mile', 'per', 'hour', 'mph', 'zone'),)]	777.0	36.9	1.0
2015-11-27	[(('ms', 'green', 'silicon', 'valley', 'veteran', 'board', 'member', 'googl', 'found', 'bebop', 'technolog', 'googl', 'agre', 'buy'), ('few', 'would', 'argu', 'googl', 'know', 'better', 'manag', 'huge', 'data', 'center', 'but', 'recent', 'year', 'amazon', 'becom', 'leader', 'sell', 'expertis', 'compani'))]	771.97	-5.0	2.0
2015-12-04	[(('tip', 'activ', 'take', 'advantag', 'googl', 'now', 'tap', 'handi', 'provid', 'detail', 'your', 'see', 'smartphon', 'tablet', 'screen'),), (('with', 'degre', 'video', 'fan', 'perform', 'art', 'feel', 'it', 'like', 'middl', 'philadelphia', 'orchestra', 'pari', 'opera', 'ballet'),)]	779.21	7.2	1.0
2015-12-11	[(('long', 'leader', 'green', 'energi', 'invest', 'compani', 'announc', 'new', 'agreement', 'near', 'doubl', 'pledg', 'renew', 'energi'),)]	750.42	-28.8	2.0
2015-12-18	[]	756.85	6.4	1.0
2015-12-24	[]	765.84	9.0	1.0
2015-12-31	[]	778.01	12.2	1.0
2016-01-08	[]	730.91	-47.1	2.0
2016-01-15	[(('carolin', 'atkinson', 'left', 'posit', 'white', 'hous', 'deputi', 'nation', 'secur', 'advis', 'last', 'month', 'join', 'googl', 'march', 'base', 'washington'),)]	710.49	-20.4	2.0
2016-01-22	[]	745.46	35.0	1.0
2016-01-29	[(('the', 'technolog', 'giant', 'say', 'chang', 'calcul', 'tax', 'payment', 'britain', 'base', 'percentag', 'local', 'sale', 'deriv', 'countri'),), (('the', 'presid', 'googl', 'work', 'say', 'it', 'import', 'creat', 'cultur', 'peopl', 'present', 'divers', 'point', 'view'),), (('the', 'technolog', 'compani', 'agre', 'pay', 'million', 'revenu', 'generat', 'year', 'period', 'deal', 'govern', 'call', 'major', 'success'), ('prime', 'minist', 'david', 'cameron', 'britain', 'leader', 'labour', 'parti', 'jeremi', 'corbyn', 'heat', 'exchang', 'size', 'tax', 'deal', 'googl', 'parliament', 'wednesday'))]	761.35	15.9	1.0
2016-02-05	[(('european', 'union', 'offici', 'brussel', 'want', 'uniform', 'rule', 'mani', 'countri', 'prefer', 'use', 'tax', 'polici', 'reward', 'punish', 'big', 'multin'),), (('this', 'week', 'celebr', 'victori', 'googl', 'comput', 'ai', 'simpl', 'strategi', 'challeng'),), (('mr', 'singhal', 'one', 'earliest', 'builder', 'googl', 'comput', 'system', 'said', 'would', 'leav', 'parent', 'compani', 'alphabet', 'feb'),)]	703.76	-57.6	2.0
2016-02-12	[(('a', 'swirl', 'modern', 'tast', 'consum', 'expect', 'internet', 'produc', 'everincreas', 'number', 'boutiqu', 'therapi'),), (('a', 'feder', 'agenc', 'seem', 'accept', 'comput', 'control', 'selfdriv', 'car', 'human', 'driver', 'california', 'differ'),)]	706.89	3.1	1.0
2016-02-19	[(('to', 'fend', 'privaci', 'complaint', 'search', 'giant', 'block', 'access', 'certain', 'link', 'search', 'site', 'use', 'european', 'union'),)]	722.11	15.2	1.0
2016-02-26	[(('the', 'move', 'shutter', 'googl', 'compar', 'mark', 'shift', 'foray', 'sell', 'financi', 'product', 'like', 'insur', 'accord', 'peopl', 'work', 'compani'),), (('googl', 'fastload', 'format', 'latest', 'effort', 'solv', 'pervas', 'problem', 'web', 'page', 'take', 'long', 'display', 'smartphon'), ('new', 'research', 'reveal', 'surpris', 'truth', 'work', 'group', 'thrive', 'other', 'falter'))]	724.86	2.8	1.0
2016-03-04	[(('a', 'selfdriv', 'car', 'test', 'googl', 'struck', 'public', 'bus', 'citi', 'street', 'mountain', 'view', 'calif'), ('web', 'search', 'candid', 'name', 'prove', 'surpris', 'connect', 'strength', 'primari', 'contest'), ('it', 'triumph', 'comedian', 'john', 'oliv', 'mayb', 'also', 'donald', 'trump'), ('as', 'super', 'tuesday', 'vote', 'draw', 'close', 'one', 'candid', 'hold', 'command', 'lead', 'search', 'queri', 'time', 'tell', 'much', 'mean'))]	730.22	5.4	1.0
2016-03-11	[(('in', 'interview', 'margreth', 'vestag', 'european', 'union', 'competit', 'commission', 'discus', 'issu', 'underpin', 'current', 'investig', 'whether', 'unfair', 'target', 'american', 'compani'),), (('the', 'onlin', 'search', 'giant', 'want', 'make', 'easi', 'use', 'mobil', 'phone', 'search', 'perfect', 'vacat'), ('lee', 'sedol', 'world', 'top', 'player', 'boardgam', 'go', 'lost', 'first', 'five', 'match', 'comput', 'program', 'alphago', 'design', 'googl', 'deepmind')), (('the', 'match', 'googl', 'deepmind', 'alphago', 'lee', 'sedol', 'seen', 'test', 'far', 'research', 'artifici', 'intellig', 'come'),)]	744.87	14.6	1.0
2016-03-18	[(('googl', 'analyt', 'tri', 'beat', 'rival', 'creat', 'market', 'cloud', 'compani', 'use', 'collect', 'manag', 'data', 'custom', 'behavior'),), (('an', 'extern', 'microphon', 'help', 'better', 'understood', 'googl', 'onlin', 'wordprocess', 'program', 'type', 'talk'),)]	755.41	10.5	1.0
2016-03-24	[]	754.84	-0.6	2.0
2016-04-01	[(('a', 'twoday', 'confer', 'featur', 'machin', 'learn', 'softwar', 'tool', 'aim', 'demonstr', 'googl', 'commit', 'cloud', 'comput'),), (('the', 'search', 'engin', 'plan', 'appeal', 'penalti', 'claim', 'compli', 'countri', 'data', 'protect', 'rule'),), (('render', 'compani', 'newest', 'build', 'evok', 'space', 'coloni', 'may', 'imagin', 's'), ('whi', 'two', 'compani', 'spend', 'billion', 'build', 'offic', 'look', 'lift', 'straight', 's'))]	769.67	14.8	1.0
2016-04-08	[]	759.47	-10.2	2.0
2016-04-15	[]	780.0	20.5	1.0
2016-04-22	[(('despit', 'mine', 'peopl', 'data', 'earn', 'billion', 'dollar', 'search', 'giant', 'given', 'power', 'polic', 'region', 'tough', 'privaci', 'rule'),), (('the', 'project', 'oppos', 'author', 'argu', 'scan', 'million', 'book', 'put', 'databas', 'amount', 'copyright', 'infring'), ('complain', 'contend', 'compani', 'favor', 'mobil', 'servic', 'rival', 'violat', 'european', 'law')), (('as', 'internet', 'get', 'bigger', 'part', 'everyon', 'life', 'may', 'increas', 'biggest', 'internet', 'compani', 'internetscal', 'task'), ('margreth', 'vestag', 'european', 'union', 'competit', 'commission', 'said', 'wednesday', 'googl', 'place', 'unjustifi', 'restrict', 'condit', 'manufactur', 'devic', 'mobil', 'network', 'oper')), (('in', 'second', 'set', 'charg', 'consecut', 'year', 'search', 'compani', 'charg', 'break', 'region', 'competit', 'rule'),)]	737.77	-42.2	2.0
2016-04-29	[(('revenu', 'googl', 'hold', 'compani', 'million', 'le', 'expect'),), (('in', 'withdraw', 'complaint', 'author', 'worldwid', 'compani', 'said', 'would', 'tri', 'resolv', 'futur', 'disput', 'protest', 'regul'),), (('restrict', 'search', 'result', 'user', 'see', 'undermin', 'internet', 'promis', 'global', 'access', 'inform'),), (('the', 'european', 'union', 'argu', 'googl', 'mobil', 'oper', 'system', 'offer', 'enough', 'divers', 'product', 'consum', 'swamp', 'preload', 'app', 'would', 'disagre'),), (('the', 'automak', 'tech', 'giant', 'form', 'selfdriv', 'coalit', 'safer', 'street', 'group', 'aim', 'urg', 'feder', 'approv', 'autonom', 'vehicl'), ('european', 'regul', 'say', 'compani', 'android', 'phone', 'block', 'rival', 'servic'))]	707.88	-29.9	2.0
2016-05-06	[(('the', 'drive', 'forc', 'push', 'recent', 'european', 'action', 'googl', 'search', 'engin', 'consortium', 'corpor', 'rival'), ('jame', 'b', 'stewart', 'say', 'european', 'union', 'case', 'googl', 'may', 'help', 'rival', 'instead', 'custom')), (('the', 'electron', 'privaci', 'inform', 'center', 'say', 'googl', 'turn', 'decis', 'protect', 'privaci', 'justif', 'restrict', 'inform', 'access'),), (('the', 'partnership', 'equip', 'vehicl', 'technolog', 'advanc', 'expand', 'googl', 'develop', 'effort'), ('in', 'last', 'two', 'year', 'appl', 'samsung', 'googl', 'releas', 'mobil', 'wallet', 'decid', 'test', 'well', 'new', 'technolog', 'work', 'here', 'rundown', 'mobil', 'wallet', 'compar', 'accept'))]	725.18	17.3	1.0
2016-05-13	[(('googl', 'browser', 'automat', 'updat', 'adob', 'flash', 'plugin', 'you', 'check', 'version', 'disabl', 'flash', 'yourself'),), (('as', 'oracl', 'continu', 'sue', 'googl', 'billion', 'quarter', 'earn', 'report', 'expect', 'disney', 'credit', 'suiss', 'maci'),), (('the', 'right', 'use', 'program', 'languag', 'issu', 'latest', 'round', 'case', 'file', 'near', 'six', 'year', 'ago'),), (('the', 'java', 'program', 'languag', 'one', 'import', 'tool', 'late', 'dotcom', 'boom', 'now', 'key', 'court', 'fight', 'tech', 'giant'), ('the', 'web', 'giant', 'said', 'move', 'protect', 'user', 'lend', 'often', 'lead', 'unafford', 'repay', 'term', 'financi', 'harm'), ('googl', 'translat', 'app', 'use', 'offlin', 'mode', 'also', 'offer', 'simplifi', 'tradit', 'chines', 'word', 'len', 'featur'), ('with', 'move', 'payday', 'loan', 'join', 'power', 'player', 'like', 'facebook', 'paypal', 'take', 'stand', 'social', 'issu', 'deepen', 'concern', 'overreach'))]	724.83	-0.3	2.0
2016-05-20	[(('appl', 'siri', 'amazon', 'echo', 'googl', 'introduc', 'virtual', 'agent', 'googl', 'home'),), (('here', 'googl', 'voicecontrol', 'internetconnect', 'speaker', 'compar', 'amazon', 'popular', 'echo', 'devic'), ('a', 'virtual', 'assist', 'design', 'compet', 'echo', 'amazon', 'artifici', 'intellig', 'devic', 'come', 'microsoft', 'appl', 'facebook'))]	721.71	-3.1	2.0
